"SITE_ID","Met_Var","Season","Npts","MLM_Slope","MLM_pvalue","VIF","Partial_PearsonR","Partial_SpearmanR","Partial_KendallR","Slope_SE"
"AT-Neu","Precip","Spring",11,-0.736591680615815,0.242260267737805,1.08907218260114,-0.434733043319762,-0.878830774692378,-0.591456266546334,0.576723287107624
"AT-Neu","PAR","Spring",11,-0.57520262912304,0.702252399700474,3.45714765750698,-0.1488790736042,-0.840441748957052,-0.22059090301703,1.44401258575692
"AT-Neu","Ta","Spring",11,97.8623743093232,0.115665154779745,3.32263864595939,0.561510134702856,0.913622039128317,0.467288744967542,54.5081337250227
"AT-Neu","Precip","Summer",11,-0.664539770437039,0.520295820664113,1.05192407247608,-0.247807657955242,-0.164865898720769,-0.120713950211367,0.981963875034393
"AT-Neu","PAR","Summer",11,0.583699606158948,0.9239328401292,17.0297214985528,0.0373828872854063,0.162393690906784,0.0745900662384961,5.89744457161337
"AT-Neu","Ta","Summer",11,-15.5897614183462,0.946536615860671,17.2360007745552,-0.0262588611506896,-0.145191566586343,-0.0592969973291368,224.318339482732
"AT-Neu","Precip","Fall",11,-0.612892023939534,0.289293777296862,1.00690225947471,-0.397586556872377,-0.276709702802915,-0.200757744886017,0.534613526152
"AT-Neu","PAR","Fall",11,0.17244698521023,0.921138123677796,1.03457788028741,0.0387597246876895,-0.0306102853690557,-0.0126228123636325,1.6803487743751
"AT-Neu","Ta","Fall",11,5.93452349514052,0.863130577758724,1.03654543148761,0.0674407119757249,0.0413042315143173,0.0285850234735464,33.1836989224537
"BE-Bra","Precip","Spring",19,-0.503109154623588,0.103611484928802,1.26322469132168,-0.408419976105541,-0.355427644811081,-0.283937725775989,0.290323675329232
"BE-Bra","PAR","Spring",19,0.29644644801775,0.411521179570847,1.5326662255073,0.213103744564127,0.11281861734569,0.0857328445942048,0.350927377979453
"BE-Bra","Ta","Spring",19,7.1020019429767,0.631196204048137,1.25758873284943,0.125526721910139,0.242210677570199,0.158622499239368,14.4927281657655
"BE-Bra","Precip","Summer",19,-0.235153481600043,0.599544652912953,1.80533275083317,-0.13718952334839,0.0207130894050095,0.0391593162658398,0.438388311572054
"BE-Bra","PAR","Summer",19,0.263280120400497,0.637282041005371,2.06894072755785,0.123310521900963,0.0855511359810348,0.0114173279569464,0.547072788034858
"BE-Bra","Ta","Summer",19,-55.0812943573985,0.201190388075133,2.51824398895587,-0.326285584998625,-0.150647033226836,-0.0580699186356487,41.2018830258688
"BE-Bra","Precip","Fall",19,0.0557853800896752,0.679704664789305,1.54038979587816,0.108072439232993,0.150417642267554,0.014344417835763,0.132497804368222
"BE-Bra","PAR","Fall",19,0.644411859083945,0.276132743770318,1.42094073168411,0.28013698371541,0.23966507014649,0.180592348893719,0.570165059522733
"BE-Bra","Ta","Fall",19,12.2522443218782,0.383900046044575,1.2751687053686,0.225627230049545,0.138756560138655,0.0407941963301386,13.6594352672819
"BE-Dor","Precip","Spring",9,1.0853659500757,0.284499227105339,1.85744579060354,0.472342832976039,0.26693453678855,0.0759746907074249,0.905762329864851
"BE-Dor","PAR","Spring",9,1.03138498697195,0.174278467516531,2.14788037159286,0.577793499586275,0.44635256910234,0.266311095231778,0.651554413173719
"BE-Dor","Ta","Spring",9,38.1978974137037,0.378309986688796,2.05375919733078,0.396659717904369,0.127945833871245,0.0744446659827322,39.5332775899013
"BE-Dor","Precip","Summer",9,-0.346133056953533,0.568333198476447,1.53743436450171,-0.263304354379624,-0.116618256159807,0.0194238848916022,0.567150190756145
"BE-Dor","PAR","Summer",9,-0.177144726409822,0.815771033530934,2.79710533222156,-0.109169188703666,-0.0521198505811414,0.0628280862437543,0.721339403225032
"BE-Dor","Ta","Summer",9,-6.4006750240963,0.886348424236943,2.4598982585316,-0.0670972393142441,0.0120196127780649,0.0628280862437543,42.5653600317417
"BE-Dor","Precip","Fall",9,0.0587096134326181,0.907405501924922,1.53059882119276,0.054624118627562,-0.167865706715106,0.026012957319791,0.479944351488793
"BE-Dor","PAR","Fall",9,0.301556529784683,0.824919344259554,1.64672288288957,0.103687496240773,-0.070893214648278,0.0448998952453517,1.293630170703
"BE-Dor","Ta","Fall",9,28.0727462103352,0.484744772487813,1.0995037925543,0.319576249707631,0.202329290975865,0.162119753658617,37.2248004844258
"BE-Vie","Precip","Spring",23,-0.238630600382411,0.0533454277893786,1.57112325596862,-0.427313106168507,-0.138004371213598,-0.180454189767527,0.115830083405679
"BE-Vie","PAR","Spring",23,-0.0101051163705794,0.947049621153109,2.1334839351411,-0.0154367952881515,0.307921849245529,0.249030101916684,0.150160471282388
"BE-Vie","Ta","Spring",23,27.2045665047669,0.00244977803460807,1.55679555222655,0.625020182937969,0.349385686127442,0.301282089433128,7.79478774941855
"BE-Vie","Precip","Summer",23,-0.0723587230166951,0.766347297990505,1.30871113506427,-0.0689921271143465,-0.0379565150580027,-0.0406578678067259,0.240037164826989
"BE-Vie","PAR","Summer",23,-1.1126118071293,0.0470903291702605,5.4004685584132,-0.437916925323311,-0.346249937635078,-0.0902090119135343,0.524013269867537
"BE-Vie","Ta","Summer",23,82.7565288527461,0.0282297624526649,5.55616242402652,0.478460215123241,0.466632518343615,0.196905406888783,34.8440138363297
"BE-Vie","Precip","Fall",23,-0.377340552231854,0.100896731239458,5.94769578980567,-0.367835163754359,-0.158340650825298,-0.0748699682400977,0.218844424122281
"BE-Vie","PAR","Fall",23,-0.339202996118849,0.497174228066109,5.76578226932313,-0.156840169995158,-0.0674423836120037,0.0146994948198594,0.490023839617248
"BE-Vie","Ta","Fall",23,-6.05292907082384,0.483819605193863,1.3869908656003,-0.161680440610188,-0.054880134437412,0.00657563087261891,8.47577537274628
